order_id,customer_name,email,product,category,price,quantity,order_date,shipping_status,country
ORD1042,Gus Gus,test@gmail.com,Monitor,,299.8,3,1/21/2023,Delivered,USA
ORD1043,,user@yahoo.com,Monitor,,1320.57,5,12/21/2023,Pending,Mexico
ORD1044,John Doe,test@gmail.com,Monitor,Electronics,1117.07,1,6/17/2023,delivered,United States
ORD1045,Chip Mayfield,test@gmail.com,Tablet,electronics,706.37,5,10/13/2024,Shipped,United States
ORD1046,John Doe,test@gmail.com,Phone,,154.68,5,12/21/2024,Delivered,USA
ORD1047,Flounder May,,Tablet,ELECTRONICS,615.2,3,6/4/2023,delivered,USA
ORD1048,,example@outlook.com,Keyboard,,333.3,1,7/17/2024,Canceled,USA
ORD1049,Elsa Smith,example@outlook.com,Monitor,Electronics,1003.69,2,5/30/2023,Delivered,USA
ORD1050,Olaf Norman,example@outlook.com,Monitor,ELECTRONICS,788,2,5/17/2025,Canceled,USA
ORD1051,Tim Beller,user@yahoo.com,Tablet,,747.12,1,2/10/2025,delivered,
ORD1052,,example@outlook.com,Tablet,electronics,840.07,5,NULL,delivered,United States
ORD1053,,test@gmail.com,Phone,,687.08,4,6/25/2023,Pending,usa
ORD1054,Timon Jones,example@outlook.com,Keyboard,,757.27,4,9/27/2024,Shipped,
ORD1055,Jennifer Karch,test@gmail.com,Tablet,Electronics,673.06,3,NULL,Delivered,usa
ORD1056,,user@yahoo.com,Keyboard,electronics,901.98,4,1/31/2024,delivered,USA
,,,Tablet,electronics,,3,12/17/2025,delivered,usa
ORD1058,,user@yahoo.com,Laptop,electronics,1388.93,4,5/3/2025,Delivered,Mexico
ORD1059,,example@outlook.com,Tablet,electronics,1187.49,1,11/23/2023,Shipped,Mexico
ORD1060,Isabela Lopez,user@yahoo.com,Monitor,,666.38,5,10/16/2025,Canceled,Mexico
ORD1061,Ramone Jones,,Keyboard,,1376.6,5,2/7/2023,Delivered,
ORD1062,Jone Toms,example@outlook.com,Tablet,ELECTRONICS,441.79,4,7/30/2024,Pending,
ORD1063,Maria Ben,,Monitor,Electronics,1127.01,4,12/19/2025,Shipped,USA
ORD1064,Paul Forth,example@outlook.com,Laptop,ELECTRONICS,1477.74,3,5/11/2024,delivered,
ORD1065,Chen Chan,,Laptop,,728.51,3,6/4/2025,Canceled,United States
ORD1066,Penny Anderson,user@yahoo.com,Tablet,,285.94,2,2/2/2024,Pending,usa
ORD1067,Paul Phil,example@outlook.com,Monitor,electronics,,3,5/5/2024,Delivered,
ORD1068,Amy Doran,user@yahoo.com,Phone,electronics,,2,1/30/2026,Shipped,USA
ORD1069,,user@yahoo.com,Monitor,Electronics,1470.75,2,10/7/2024,Canceled,United States
ORD1070,Maria Streets,user@yahoo.com,Laptop,ELECTRONICS,600.15,2,11/16/2025,Pending,usa
ORD1071,Jane Smith,user@yahoo.com,Tablet,electronics,1052.95,4,11/28/2024,Delivered,United States
ORD1072,,test@gmail.com,Keyboard,electronics,1128.73,2,1/17/2023,delivered,
ORD1073,,user@yahoo.com,Keyboard,Electronics,467.57,2,11/12/2025,Canceled,USA
ORD1074,Maria Bens,,Laptop,electronics,1420.71,4,9/22/2024,Canceled,usa
ORD1075,,user@yahoo.com,Phone,ELECTRONICS,772.59,5,4/29/2025,delivered,
ORD1076,Jane Street,user@yahoo.com,Keyboard,,1393.04,5,2/4/2026,Delivered,USA
ORD1077,Carlos Anderson,example@outlook.com,Tablet,electronics,55.82,4,11/9/2023,Pending,USA
ORD1078,Maria Garcias,user@yahoo.com,Keyboard,ELECTRONICS,1398.93,2,12/8/2025,Pending,Mexico
ORD1079,,test@gmail.com,Laptop,electronics,1127.27,1,11/23/2023,Shipped,Mexico
ORD1080,Jane Dot,test@gmail.com,Phone,Electronics,689.73,1,11/17/2025,Shipped,USA
ORD1081,Amy Patterson,user@yahoo.com,Phone,electronics,1034.25,1,2/25/2023,Shipped,usa
ORD1082,,,Tablet,Electronics,1438.5,2,9/13/2025,delivered,
,Joanna Smiths,,Phone,Electronics,161.98,3,12/18/2025,Shipped,usa
ORD1084,Ramone Ruiz,,Monitor,,317.2,4,6/22/2025,delivered,Mexico
ORD1085,Jack Lopez,user@yahoo.com,Tablet,electronics,656.84,3,9/3/2025,Pending,
ORD1086,Penny Patty,user@yahoo.com,Keyboard,ELECTRONICS,193.83,3,12/22/2023,Shipped,United States
ORD1087,Anderson Smith,user@yahoo.com,Phone,electronics,914.92,5,1/6/2025,Pending,Mexico
ORD1088,,user@yahoo.com,Laptop,,278.82,5,6/16/2024,Canceled,
ORD1089,Sam Jones,user@yahoo.com,Laptop,ELECTRONICS,1202.34,3,NULL,Delivered,usa
,Andy Ford,user@yahoo.com,Laptop,ELECTRONICS,1439.62,3,9/21/2023,Shipped,USA
ORD1091,,user@yahoo.com,Keyboard,Electronics,565.86,1,3/21/2025,delivered,USA
ORD1092,,example@outlook.com,Keyboard,electronics,413.78,3,2/5/2024,delivered,United States
ORD1093,Benny Bates,example@outlook.com,Phone,,120.44,3,3/16/2024,Pending,usa
ORD1094,Bruno Unes,user@yahoo.com,Tablet,,471.98,1,1/8/2023,delivered,Mexico
ORD1095,,user@yahoo.com,Keyboard,ELECTRONICS,453.71,2,10/15/2023,Pending,usa
ORD1096,Candy Samuals,example@outlook.com,Keyboard,electronics,797.31,3,2/7/2026,delivered,usa
ORD1097,Donna Anderson,user@yahoo.com,Phone,electronics,672.64,2,7/17/2024,delivered,Mexico
ORD1098,Carlos Thomas,,Phone,ELECTRONICS,,1,9/14/2023,delivered,USA
ORD1099,Carlos Lopez,,Tablet,ELECTRONICS,899.1,2,9/17/2024,Shipped,USA
ORD1100,Jenny Smith,,Laptop,electronics,1118.85,2,2/19/2026,Canceled,United States
ORD1101,John Doe,test@gmail.com,Laptop,,202,5,6/9/2023,Shipped,Mexico
ORD1102,John Doe,test@gmail.com,Monitor,electronics,1373.99,5,7/3/2023,Shipped,Mexico
ORD1103,Jenny Anderson,test@gmail.com,Monitor,Electronics,,4,4/2/2025,Shipped,usa
ORD1104,Tisha Pauls,test@gmail.com,Monitor,Electronics,812.98,1,10/1/2023,Delivered,Mexico
ORD1105,Edward Cole,,Monitor,electronics,1142.56,4,11/11/2024,Pending,Mexico
ORD1106,,,Laptop,Electronics,1410.69,4,7/18/2025,delivered,USA
ORD1107,Amanda Patterson,example@outlook.com,Monitor,Electronics,90.25,4,10/29/2024,delivered,United States
ORD1108,Phillis Garcia,user@yahoo.com,Monitor,electronics,417.16,2,4/9/2024,Delivered,
ORD1109,Amanda Unders,test@gmail.com,Laptop,Electronics,561.17,2,1/7/2024,Canceled,United States
ORD1110,Richard Garcia,test@gmail.com,Keyboard,ELECTRONICS,1269.1,2,10/14/2024,Canceled,
ORD1111,David Smith,example@outlook.com,Laptop,ELECTRONICS,924.46,2,10/2/2024,Canceled,usa
ORD1112,Paul Lives,,Phone,electronics,661.9,4,1/11/2023,Shipped,Mexico
ORD1113,John Doe,example@outlook.com,Phone,ELECTRONICS,406.71,5,6/22/2025,Shipped,usa
ORD1114,John Doe,test@gmail.com,Monitor,electronics,876.26,5,1/14/2026,Shipped,USA
ORD1115,Joyce Gutierrez,example@outlook.com,Monitor,,441.09,3,12/29/2025,Shipped,
ORD1116,Ammy Dots,user@yahoo.com,Tablet,Electronics,756.93,3,3/29/2023,Canceled,usa
ORD1117,Bonny Anderson,user@yahoo.com,Monitor,electronics,104.07,2,NULL,Delivered,usa
ORD1118,Ruben Caves,,Monitor,Electronics,1209.71,1,8/21/2025,Canceled,USA
ORD1119,Joanna Cavez,test@gmail.com,Monitor,,794.76,5,NULL,delivered,USA
ORD1120,Maria Dotes,test@gmail.com,Laptop,electronics,136.3,3,9/10/2025,Shipped,
ORD1121,Carlos Smith,,Keyboard,Electronics,806.26,5,3/24/2023,Delivered,Mexico
ORD1122,Joyce Anderson,,Laptop,ELECTRONICS,601.58,5,12/8/2023,Shipped,USA
ORD1123,,,Laptop,electronics,376.2,5,4/22/2023,delivered,usa
ORD1124,Ruben Martinez,user@yahoo.com,Monitor,Electronics,479.91,2,8/27/2025,Canceled,
ORD1125,Jone Franks,user@yahoo.com,Keyboard,ELECTRONICS,1029.02,2,8/19/2024,Pending,Mexico
ORD1126,Joyce Patterson,user@yahoo.com,Laptop,Electronics,262.24,4,11/20/2025,Canceled,
ORD1127,,example@outlook.com,Laptop,Electronics,745.73,4,3/2/2023,Shipped,United States
ORD1128,Maria Pet,user@yahoo.com,Tablet,electronics,1327.36,3,6/8/2024,Pending,USA
ORD1129,Jimmy Pats,,Phone,ELECTRONICS,493.42,1,6/27/2023,delivered,usa
ORD1130,Peter Chips,test@gmail.com,Phone,electronics,225.17,3,9/28/2025,Canceled,usa
ORD1131,,,Phone,electronics,732.62,2,10/30/2024,Shipped,Mexico
ORD1132,Isabela Kains,user@yahoo.com,Tablet,electronics,233.23,2,6/27/2023,Delivered,usa
ORD1133,,,Keyboard,Electronics,1402.74,4,1/28/2023,delivered,
ORD1134,Ramone Lopez,test@gmail.com,Tablet,electronics,111.7,5,1/1/2026,Shipped,Mexico
ORD1135,,user@yahoo.com,Laptop,electronics,1293.7,3,11/19/2025,Delivered,USA
ORD1136,Eric Smiths,test@gmail.com,Tablet,Electronics,1034,2,1/8/2023,Shipped,usa
ORD1137,Franny Hopes,user@yahoo.com,Monitor,ELECTRONICS,1212.3,1,2/10/2024,Shipped,
ORD1138,,test@gmail.com,Monitor,Electronics,382.51,4,2/28/2026,Shipped,
ORD1139,,example@outlook.com,Monitor,Electronics,1161.68,2,8/10/2023,Pending,United States
ORD1140,David Anderson,test@gmail.com,Keyboard,,726.01,1,10/14/2023,Delivered,
ORD1141,Frank Martinez,example@outlook.com,Laptop,Electronics,249.5,4,8/28/2024,Shipped,United States
ORD1142,Fred Justice,,Laptop,electronics,776.28,1,6/19/2025,delivered,USA
ORD1143,Paul Patterson,,Tablet,electronics,430.79,4,3/2/2023,Pending,Mexico
ORD1144,Amber Jones,,Phone,Electronics,517.8,2,7/7/2024,Pending,usa
ORD1145,,,Keyboard,Electronics,759.39,1,11/25/2023,delivered,usa
ORD1146,Frank Anders,,Laptop,,618.82,5,7/7/2025,delivered,Mexico
,Rose Martinez,example@outlook.com,Phone,ELECTRONICS,884.65,1,7/17/2025,Delivered,USA
ORD1148,Steph Grands,test@gmail.com,Laptop,Electronics,409.54,4,NULL,delivered,Mexico
ORD1149,Jennifer Pauls,,Phone,,754.73,4,1/29/2023,delivered,
ORD1150,,example@outlook.com,Laptop,ELECTRONICS,1242.52,2,9/25/2025,Delivered,usa
ORD1151,David Williams,test@gmail.com,Keyboard,electronics,513.7,2,7/25/2023,Canceled,United States
ORD1152,Jane Hunters,example@outlook.com,Keyboard,Electronics,463.86,5,12/6/2025,delivered,Mexico
ORD1153,John Doe,example@outlook.com,Tablet,electronics,1270.14,1,11/22/2024,Shipped,United States
ORD1154,Paul Jones,test@gmail.com,Laptop,electronics,1380.99,1,8/17/2025,delivered,usa
ORD1155,,example@outlook.com,Monitor,electronics,489.93,2,5/29/2024,delivered,
ORD1156,Hope Lopez,user@yahoo.com,Keyboard,ELECTRONICS,453.32,2,10/14/2025,Pending,USA
ORD1157,Joanna Garcia,test@gmail.com,Monitor,Electronics,1112.01,1,3/10/2023,Canceled,usa
ORD1158,David Andersons,test@gmail.com,Tablet,,204.8,2,10/8/2024,Canceled,United States
ORD1159,,example@outlook.com,Monitor,,,4,5/22/2023,Pending,Mexico
ORD1160,Frank Valles,,Monitor,,,4,2/26/2023,Delivered,United States
ORD1161,Brandon Hope,,Keyboard,ELECTRONICS,1488.02,2,1/9/2023,delivered,United States
ORD1162,,user@yahoo.com,Phone,Electronics,262.56,5,9/29/2024,Delivered,USA
ORD1163,,test@gmail.com,Tablet,electronics,338.34,1,10/20/2025,Pending,usa
ORD1164,Ben Williams,,Tablet,ELECTRONICS,880.56,3,1/20/2025,Pending,United States
ORD1165,Jenny Thomas,,Phone,electronics,1498.55,5,1/3/2025,Delivered,
ORD1166,Sivia Salazar,,Phone,electronics,989.33,4,5/3/2025,Canceled,usa
ORD1167,Sam Soto,user@yahoo.com,Monitor,Electronics,249.3,3,7/1/2024,Shipped,
ORD1168,,,Phone,Electronics,172.43,2,11/2/2025,Shipped,Mexico
,,user@yahoo.com,Keyboard,ELECTRONICS,1189.33,4,1/28/2025,Shipped,Mexico
ORD1170,,,Keyboard,electronics,810.33,2,11/16/2025,Delivered,USA
ORD1171,James Munoz,,Tablet,electronics,1440.8,1,9/1/2023,delivered,Mexico
ORD1172,Noah Bens,test@gmail.com,Keyboard,ELECTRONICS,1419.7,4,4/13/2023,Delivered,usa
ORD1173,Remy Monoz,example@outlook.com,Phone,Electronics,,5,2/23/2025,Delivered,USA
ORD1174,,test@gmail.com,Tablet,,86.35,5,9/21/2023,Pending,usa
ORD1175,Chip Anderson,example@outlook.com,Laptop,,868.06,5,3/30/2024,Pending,usa
ORD1176,Joe Martinez,example@outlook.com,Phone,electronics,565.29,3,8/31/2023,Shipped,Mexico
ORD1177,Ramone Baros,test@gmail.com,Keyboard,Electronics,279.48,3,8/23/2023,Shipped,Mexico
ORD1178,,example@outlook.com,Phone,,1056.68,2,5/21/2024,delivered,
ORD1179,Noah Smith,test@gmail.com,Laptop,ELECTRONICS,716.2,2,10/28/2025,delivered,
ORD1180,John Guzman,example@outlook.com,Phone,ELECTRONICS,1476.01,5,3/31/2025,Shipped,
ORD1181,Melanie Munoz,,Keyboard,ELECTRONICS,576.58,5,10/25/2025,delivered,
ORD1182,Monica Hernandez,test@gmail.com,Phone,electronics,1029.81,1,2/22/2026,Pending,
ORD1183,Jenny Fisco,user@yahoo.com,Tablet,Electronics,955.11,5,9/20/2024,Canceled,
ORD1184,Marie Martinez,test@gmail.com,Tablet,electronics,1063.6,1,7/26/2025,Canceled,United States
ORD1185,Frank Anderson,,Monitor,ELECTRONICS,1073.57,4,3/14/2023,Pending,USA
ORD1186,,,Keyboard,Electronics,1386.44,4,5/12/2023,Shipped,United States
ORD1187,Dot Ruiz,example@outlook.com,Phone,,1107.86,4,3/7/2023,Canceled,Mexico
ORD1188,Elsa Lop,test@gmail.com,Keyboard,Electronics,1381.69,4,2/11/2023,Canceled,usa
ORD1189,Joy Smith,,Tablet,Electronics,511.29,3,3/26/2025,Pending,usa
ORD1190,Sebastian Anders,user@yahoo.com,Phone,Electronics,786.28,2,5/13/2023,Pending,
ORD1191,John Doe,test@gmail.com,Phone,,924.1,2,4/6/2023,Pending,USA
ORD1192,Dots Smith,,Phone,,838.58,1,NULL,Delivered,
ORD1193,,user@yahoo.com,Laptop,ELECTRONICS,433.37,3,4/18/2025,delivered,United States
ORD1194,,user@yahoo.com,Monitor,ELECTRONICS,1191.1,4,9/28/2025,Delivered,usa
ORD1195,Gus Anders,test@gmail.com,Keyboard,ELECTRONICS,589.73,4,8/29/2025,Delivered,USA
ORD1196,Colette Chanes,user@yahoo.com,Keyboard,,1288.57,5,4/15/2024,delivered,USA
ORD1197,Jannette Smith,example@outlook.com,Tablet,electronics,1221.48,1,8/30/2025,Pending,
ORD1198,Hope Ruiz,test@gmail.com,Laptop,ELECTRONICS,1313.03,5,12/2/2025,Delivered,usa
ORD1199,Amy Doe,test@gmail.com,Laptop,ELECTRONICS,361.68,5,2/15/2023,Shipped,Mexico
ORD1200,Colette Joy,user@yahoo.com,Tablet,electronics,92.74,4,8/7/2025,Delivered,United States
ORD1201,Gus Martinez,test@gmail.com,Tablet,,837.8,5,6/27/2025,Canceled,
,Amy Patterson,test@gmail.com,Keyboard,electronics,1041.9,2,11/16/2025,Pending,
ORD1203,,test@gmail.com,Monitor,ELECTRONICS,598.47,4,12/11/2023,delivered,
ORD1204,,,Tablet,Electronics,1313.11,2,7/19/2023,Pending,USA
ORD1205,Maria Lopez,,Monitor,electronics,794.95,4,2/22/2025,Shipped,Mexico
ORD1206,,user@yahoo.com,Laptop,Electronics,589,5,NULL,Canceled,United States
ORD1207,,example@outlook.com,Laptop,Electronics,87.84,1,6/23/2025,Delivered,
ORD1208,John Doe,,Monitor,ELECTRONICS,,4,8/6/2024,delivered,Mexico
ORD1209,,user@yahoo.com,Keyboard,Electronics,1224.09,3,9/15/2023,Canceled,usa
ORD1210,,example@outlook.com,Tablet,,,5,11/19/2023,delivered,usa
ORD1211,Jane Smith,test@gmail.com,Keyboard,electronics,784.67,2,6/12/2024,delivered,
ORD1212,Jane Smith,test@gmail.com,Keyboard,Electronics,921.67,1,7/11/2025,Canceled,usa
ORD1213,Maria Lopez,,Keyboard,ELECTRONICS,1179.68,5,8/9/2024,delivered,
ORD1214,Jane Smith,test@gmail.com,Monitor,electronics,1018.71,3,4/5/2024,Pending,usa
ORD1215,Maria Lopez,test@gmail.com,Monitor,Electronics,345.84,4,3/19/2025,Canceled,USA
ORD1216,,user@yahoo.com,Laptop,Electronics,1339.83,1,5/19/2023,Delivered,usa
ORD1217,John Doe,test@gmail.com,Monitor,Electronics,559.63,5,8/30/2023,delivered,
ORD1218,Maria Lopez,example@outlook.com,Laptop,,504.61,1,1/19/2023,Delivered,United States
ORD1219,Jane Smith,test@gmail.com,Phone,ELECTRONICS,1116.67,2,2/19/2024,Canceled,Mexico
ORD1220,John Doe,,Phone,,963.61,3,4/17/2025,Pending,Mexico
ORD1221,Jane Smith,test@gmail.com,Laptop,electronics,1317.05,1,3/26/2025,Canceled,Mexico
ORD1222,,,Monitor,,201.72,3,1/27/2026,Shipped,United States
ORD1223,Jane Smith,example@outlook.com,Phone,electronics,601.68,4,1/16/2024,Canceled,United States
ORD1224,Maria Lopez,,Phone,Electronics,456.77,1,3/24/2023,Shipped,USA
ORD1225,Maria Lopez,example@outlook.com,Keyboard,ELECTRONICS,454.65,3,5/11/2024,Delivered,Mexico
ORD1226,Jane Smith,test@gmail.com,Keyboard,,988.29,2,7/4/2023,Shipped,
ORD1227,Jane Smith,example@outlook.com,Keyboard,ELECTRONICS,937.49,2,7/25/2025,Delivered,United States
ORD1228,,example@outlook.com,Phone,ELECTRONICS,921.62,3,12/24/2023,Pending,United States
ORD1229,John Doe,user@yahoo.com,Tablet,electronics,565.89,3,7/18/2025,Pending,Mexico
ORD1230,John Doe,user@yahoo.com,Tablet,electronics,760.57,1,8/10/2024,delivered,Mexico
ORD1231,Carlos Ruiz,test@gmail.com,Laptop,,966.33,2,3/29/2025,Pending,United States
ORD1232,Carlos Ruiz,test@gmail.com,Keyboard,,743.77,5,6/24/2023,Pending,
ORD1233,,,Phone,ELECTRONICS,737.71,3,5/11/2025,Canceled,USA
ORD1234,,example@outlook.com,Phone,Electronics,121.15,4,4/22/2023,Shipped,usa
ORD1235,John Doe,user@yahoo.com,Keyboard,,1333.69,2,1/11/2024,delivered,United States
ORD1236,Carlos Ruiz,user@yahoo.com,Tablet,,987.78,1,5/22/2025,delivered,
ORD1237,Maria Lopez,example@outlook.com,Laptop,Electronics,769.53,2,7/1/2025,Delivered,United States
ORD1238,John Doe,test@gmail.com,Keyboard,ELECTRONICS,652.18,5,11/16/2024,Shipped,usa
ORD1239,,test@gmail.com,Keyboard,Electronics,539.09,5,2/2/2023,Shipped,usa
ORD1240,Jane Smith,user@yahoo.com,Monitor,ELECTRONICS,317.43,2,6/11/2024,Pending,United States
,,user@yahoo.com,Phone,ELECTRONICS,1483.03,3,12/8/2024,Shipped,
ORD1242,Jane Smith,example@outlook.com,Monitor,electronics,847.84,5,12/16/2023,Shipped,
ORD1243,Maria Lopez,example@outlook.com,Monitor,,1217.87,4,8/19/2024,Shipped,Mexico
ORD1244,Maria Lopez,example@outlook.com,Keyboard,electronics,370.52,3,9/2/2025,Delivered,usa
ORD1245,Maria Lopez,test@gmail.com,Monitor,,581.1,5,6/8/2023,delivered,Mexico
ORD1246,John Doe,example@outlook.com,Monitor,ELECTRONICS,194.37,1,12/17/2023,delivered,United States
ORD1247,,user@yahoo.com,Phone,ELECTRONICS,121.1,5,5/15/2025,Pending,USA
ORD1248,Maria Lopez,test@gmail.com,Laptop,Electronics,1151.11,2,1/29/2025,Shipped,
ORD1249,Jane Smith,test@gmail.com,Phone,ELECTRONICS,1448.73,2,3/20/2025,Canceled,
ORD1250,Jane Smith,example@outlook.com,Phone,electronics,488.75,3,9/21/2023,Canceled,USA
ORD1251,Maria Lopez,,Keyboard,Electronics,58.18,4,10/1/2025,Shipped,United States
ORD1252,,,Laptop,,897.05,4,1/12/2023,Delivered,usa
ORD1253,Jane Smith,user@yahoo.com,Tablet,ELECTRONICS,133.32,5,3/13/2024,Pending,usa
ORD1254,,user@yahoo.com,Keyboard,Electronics,634.39,3,2/19/2024,Pending,United States
ORD1255,Jane Smith,test@gmail.com,Laptop,Electronics,1445.92,1,10/6/2025,delivered,USA
ORD1256,Jane Smith,test@gmail.com,Monitor,Electronics,1275.4,1,4/13/2025,Canceled,Mexico
ORD1257,John Doe,test@gmail.com,Phone,,124.61,4,9/29/2025,Delivered,United States
ORD1258,Jane Smith,user@yahoo.com,Keyboard,ELECTRONICS,1488.05,5,8/10/2024,Shipped,
ORD1259,Tim Doe,test@gmail.com,Keyboard,Electronics,307.32,4,3/5/2023,Pending,Mexico
ORD1260,John Doe,example@outlook.com,Tablet,,783.2,3,4/20/2025,Shipped,USA
ORD1261,John Doe,example@outlook.com,Phone,Electronics,523.87,1,10/2/2023,delivered,USA
ORD1262,,test@gmail.com,Phone,Electronics,1057.75,2,6/9/2025,Canceled,usa
ORD1263,Guss Anderson,example@outlook.com,Monitor,Electronics,1024.79,3,11/3/2025,Pending,usa
ORD1264,Maria Lopez,test@gmail.com,Monitor,Electronics,1312.38,4,2/19/2024,Delivered,Mexico
ORD1265,Mattie Lopez,example@outlook.com,Laptop,electronics,1259.08,5,12/22/2023,Shipped,USA
ORD1266,,,Keyboard,Electronics,607.51,5,4/18/2023,delivered,
ORD1267,Paul Gus,test@gmail.com,Laptop,Electronics,604.24,2,NULL,delivered,USA
ORD1268,Carlos Ruiz,example@outlook.com,Phone,Electronics,862.74,3,8/28/2024,Pending,usa
ORD1269,John Doe,,Monitor,ELECTRONICS,1323.43,2,6/9/2025,delivered,United States
ORD1270,Carlos Ruiz,example@outlook.com,Phone,electronics,461.7,4,9/4/2025,delivered,
ORD1271,Maria Lopez,example@outlook.com,Monitor,Electronics,435.58,3,9/22/2023,Canceled,
ORD1272,John Doe,,Keyboard,ELECTRONICS,1051.08,4,9/4/2025,Delivered,Mexico
ORD1273,Anderson Smith,user@yahoo.com,Laptop,ELECTRONICS,,1,8/2/2025,Shipped,Mexico
ORD1274,John Doe,test@gmail.com,Laptop,ELECTRONICS,835.67,5,5/29/2024,Canceled,
ORD1275,John Doe,user@yahoo.com,Phone,Electronics,653.79,1,7/22/2023,Pending,United States
ORD1276,John Doe,example@outlook.com,Phone,ELECTRONICS,763.59,5,12/11/2023,Pending,USA
ORD1277,Maria Lopez,user@yahoo.com,Laptop,,245.01,1,8/10/2024,delivered,USA
ORD1278,,user@yahoo.com,Laptop,ELECTRONICS,1052.74,2,9/27/2025,Delivered,usa
ORD1279,John Doe,user@yahoo.com,Tablet,Electronics,630.89,2,2/2/2025,delivered,
ORD1280,Maria Lopez,user@yahoo.com,Monitor,ELECTRONICS,375.34,3,10/30/2023,delivered,
ORD1281,,user@yahoo.com,Laptop,Electronics,943.63,2,8/13/2025,Pending,Mexico
,Carlos Ruiz,test@gmail.com,Monitor,ELECTRONICS,369.03,2,5/23/2024,Pending,usa
ORD1283,Carlos Ruiz,,Phone,,904.44,3,10/27/2023,Delivered,
ORD1284,,,Monitor,Electronics,443,4,5/26/2024,Delivered,usa
